"","X","seconds_since_start","balance_assist","roll_angle","roll_rate","roll_acc","steer_angle","steer_rate","desforce13","desforce24","force1_mean","force1_max","force1_min","force1_median","force2_mean","force2_max","force2_min","force2_median","force3_mean","force3_max","force3_min","force3_median","force4_mean","force4_max","force4_min","force4_median","angular_impulse","angular_impulse_controller","direction","fall","participant_id","start_with_on"
"11",-0.861049578472462,177.008,"0",-0.665843675451343,2.71648700063176,-1.09368359821641,-2.20272326843144,-1.41957780631687,3,80,6.667,23.25,0,4.36,43.4273333333333,57.39,2.18,47.405,7.53966666666667,27.4,0,4.36,48.5250847457627,67.39,1.48,53.32,-0.597796268021074,8.82089660037121,"0",1,1,"0"
"12",-0.791328964830967,209.187,"0",-2.20086667357737,-0.667728547490066,-0.412329903126892,-1.33537445505973,-1.45823716227689,80,3,46.4103389830508,80,3.63,48.31,5.0806779661017,22.16,0,3.27,49.0716949152542,69.74,-10.37,53.76,5.77120689655172,31.84,0,0.74,-0.344291417897155,8.77712105486658,"1",1,1,"0"
"13",-0.721608351189472,239.621,"0",-0.869990331914779,0.17384955658771,-0.185138603449997,-0.109717385192822,-0.362890753569278,90,3,49.14,67.93,4,53.4,4.6627868852459,32.69,0,0,59.4170491803279,90.08,4.36,64.66,4.01836065573771,24.44,0,0,0.598904434266424,11.0895303699425,"1",0,1,"0"
"14",-0.651887737547977,246.254,"0",-1.2353952041792,1.15731924398499,-0.426888248977961,-1.67939697370472,0.742665431267723,80,3,45.6201639344262,70.47,2.18,49.4,5.10950819672131,25.43,0,0,54.1831147540984,74.1,1.45,60.3,5.11114754098361,30.36,0,0,0.0633808574389638,10.0115486165577,"1",0,1,"0"
"15",-0.582167123906482,252.428,"0",-0.519637471225491,-2.80096905613574,-1.0687549377174,2.01269855824296,0.0705251831286181,70,3,38.5698360655738,51.58,5.45,42.14,2.76311475409836,20.7,0,0,49.3183606557377,73.01,4.36,54.85,2.23409836065574,14.81,0,0,-0.275519998281628,8.60708694653207,"1",0,1,"0"
"16",-0.512446510264987,260.839,"0",-1.04059418234339,0.173764600276205,0.124504688789161,-1.01659392802487,0.0479533777634824,3,80,4.05881355932203,26.15,0,1.45,47.26,65.75,3.33,49.4,4.28379310344828,21.79,0,0,52.8608620689655,74.06,2.22,57.76,-0.0107987415266521,9.55914916381558,"0",1,1,"0"
"17",-0.442725896623492,296.505,"0",0.465992421711675,0.783951605936855,0.979054697672409,-1.16023734163122,0.763649524462286,3,100,5.73290909090909,27.97,0,0,54.5990909090909,77.01,1.82,55.21,7.932,30.15,0,0,63.5009090909091,94.05,0,71.09,0.356102121674067,10.6504401547763,"0",1,1,"0"
"18",-0.373005282981998,327.049,"0",-0.99878085722364,0.773280201722376,0.14393159708798,-1.80425607910257,-0.365941546830792,100,3,50.933,83.55,4,52.85,5.11516666666667,25.79,0,0.36,63.235,87.18,1.82,67.925,5.91183333333333,32.58,0,0,0.731951337337052,11.3786198797562,"1",1,1,"0"
"19",-0.303284669340503,357.032,"0",0.0117340943413638,-0.16423435414046,-0.255697662421825,-0.0856849254778792,0.0921445491347178,50,3,31.2334426229508,43.23,2.91,34.15,3.00737704918033,15.98,0,0,34.4660655737705,48.67,3.63,37.41,2.93819672131148,16.29,0,0,-1.45376493284579,6.46453064083386,"1",0,1,"0"
"20",-0.233564055699008,361.531,"0",0.476167002313204,-1.71429555864703,-0.710883182364169,1.87712433780334,-0.58400274688221,80,3,45.9413114754098,67.2,5.81,49.04,3.9655737704918,26.88,0,0,55.0167213114754,76.64,3.27,59.94,3.47245901639344,22.22,0,0,0.267182681372366,10.0283271915571,"1",0,1,"0"
"21",0.184759626149961,30.996,"1",0.0557725713592873,-1.03682264817728,-0.35253833418731,0.584443434007639,1.63174453319914,60,3,36.6822580645161,57.03,2.18,39.41,2.80048387096774,19.98,0,0,40.711935483871,59.57,4.72,42.86,2.14983870967742,15.55,0,0,-0.785863989233697,7.61861393220008,"1",0,1,"0"
"22",0.254480239791456,37.18,"1",-0.452863107951126,-0.736628333857277,0.303871585284643,0.0657722143794505,-0.566955268369584,3,70,3.88457627118644,26.88,0,0.36,43.2325423728814,58.12,5.09,46.5,3.76169491525424,21.07,0,0,45.1615254237288,60.73,3.7,50.36,-0.553832841642215,8.18158523868106,"0",0,1,"0"
"23",0.324200853432951,44.934,"1",-2.43501879914797,-0.211385249735143,0.173507021661412,-0.127390219107578,-1.93187854113932,3,70,4.39421052631579,25.06,0,0.36,42.13,56.67,6.18,45.95,4.95553571428571,18.89,0,0.725,45.0285714285714,58.5,2.22,49.62,-0.885477597863383,7.88880678998979,"0",0,1,"0"
"24",0.393921467074446,49.927,"1",0.00329420730647848,1.05786748534092,-0.0579241267045506,-0.517583782181774,-0.171825293021624,90,3,48.3113114754098,77.01,3.63,48.67,5.68704918032787,34.15,0,0,59.6611475409836,81.73,2.54,63.2,6.3855737704918,34.81,0,0,0.326373036735368,10.5688629694009,"1",1,1,"0"
"25",0.463642080715941,81.696,"1",-0.751393933452621,0.70296569162728,-0.298120300411889,0.0223705093042705,-0.30859219740064,3,80,4.3708064516129,29.06,0,1.09,45.6162903225806,65.75,4.36,47.77,4.53467741935484,25.06,0,0,51.2417741935484,69.61,2.96,55.54,0.0156445940885453,9.75002460350468,"0",0,1,"0"
"26",0.533362694357436,88.091,"1",1.04229434630876,0.730948217231309,0.13870832819656,0.342023893018445,0.927835713760168,80,3,43.8133333333333,77.73,0.36,47.405,4.61916666666667,29.06,0,0,54.8625,69.74,2.18,59.94,4.32,33.33,0,0,-0.0914276487670746,9.28359013348336,"1",0,1,"0"
"27",0.672803921640425,27.537,"1",0.281814323107397,-0.106411261366419,-0.413860071580286,-0.00314394764723904,0.248060606226496,3,80,5.63018518518518,28.33,0,2.725,46.1455555555556,62.48,4,47.95,5.85203703703704,21.07,0,0,50.5640740740741,71.09,2.96,55.91,-0.700007677440404,8.32109794079591,"0",0,1,"0"
"28",0.74252453528192,32.304,"1",0.296348147018387,-0.584524695840432,-0.268647999754311,0.00351308644791327,-0.328643007514124,110,3,59.3998360655738,117.33,4,62.11,5.97245901639344,42.14,0,0,72.28,106.43,3.27,79.55,5.6572131147541,38.51,0,0,1.6432688930839,13.4403350160656,"1",1,1,"0"
"29",0.812245148923415,79.046,"1",-0.571712096625297,-0.304985832104029,-1.19175051826907,-0.363224558464279,-0.809763099217117,80,3,45.141935483871,74.1,3.27,49.4,3.54467741935484,23.97,0,0,53.0809677419355,74.47,2.91,57.39,3.49951612903226,22.96,0,0,0.154236931447892,9.95626524860184,"1",0,1,"0"
"30",0.88196576256491,87.38,"1",-0.387215623355216,-0.302994287178277,0.803239673375391,0.932511914372774,-0.590644440964707,3,100,4.58508196721311,31.6,0,0,58.1537704918033,86.09,3.63,62.11,5.6572131147541,33.06,0,0,64.0163934426229,85.91,1.48,70.35,1.16920372578824,12.3353296042815,"0",0,1,"0"
"31",0.951686376206405,95.386,"1",1.8081095988114,-1.07904351138451,-0.181847986400227,1.15588257536351,0.724589910524248,120,3,62.5243636363636,101.71,2.91,65.38,7.49618181818182,50.49,0,0,77.6492727272727,114.06,2.91,86.82,7.00163636363636,36.29,0,0,1.29487568666868,12.6911479876734,"1",1,1,"0"
"32",1.0214069898479,129.688,"1",1.17054805041529,0.162174816394343,0.296728298480844,0.858072867413753,0.120464141128159,3,110,6.34980769230769,29.42,0,0,60.3475,99.17,3.27,62.66,7.49480769230769,37.05,0,0,70.0825,103.68,5.18,78.87,0.642014201880646,11.2723570847187,"0",1,1,"0"
"33",1.09112760348939,161.037,"1",-0.379457260213418,0.0793617212339186,-0.536698922087126,-0.342976931442107,1.03501823102998,3,110,5.81229508196721,34.15,0,0,63.7283606557377,95.17,2.18,68.29,6.62770491803279,38.87,0,0,70.3170491803279,99.98,2.96,77.02,1.73115055214232,13.824502926195,"0",1,1,"0"
"34",1.16084821713089,192.223,"1",1.69807277855836,1.10228592464599,0.017530715420722,0.481977867772204,0.869077663987011,80,3,43.4049180327869,76.28,2.18,45.41,4.85901639344262,34.15,0,0,54.0108196721311,74.1,0.36,59.57,4.69819672131148,29.62,0,0,-0.00568683198311483,9.61474707083447,"1",0,1,"0"
"35",1.23056883077238,198.467,"1",0.969840071457944,-1.33216283893383,0.955499524962931,1.20618598088365,-1.11766685686995,80,3,46.5662295081967,66.11,5.09,50.49,4.13868852459016,27.61,0,0,53.5347540983606,73.38,2.54,59.94,3.26573770491803,20,0,0,0.223838576058046,9.9920773448763,"1",0,1,"0"
"36",1.30028944441388,204.084,"1",0.794293709586823,0.290059834980168,0.636801455007536,0.0687176877657551,1.86157553050688,3,110,6.56915254237288,40.68,0,0,60.1691525423729,89,4,62.48,6.79694915254237,40.68,0,0,72.8645762711865,110.34,2.96,79.98,1.43089867853054,12.9335880038739,"0",1,1,"0"
"37",1.37001005805537,234.567,"1",2.26182712954536,0.899565394771757,0.467432489684326,0.993586006713109,2.16452576376406,3,90,5.73475409836066,41.05,0,0,52.04,70.83,4,55.94,4.94262295081967,23.61,0,0,59.2567213114754,87.39,1.48,65.17,0.635171541037822,11.0701954771177,"0",0,1,"0"
"38",1.43973067169687,241.261,"1",-0.576187797683233,0.147403180007765,0.240335540067918,-1.28410971036282,0.213996814434027,80,3,47.984262295082,80.64,1.45,52.31,4.19245901639344,27.24,0,0,54.2670491803279,72.65,2.91,57.39,4.84377049180328,35.55,0,0,0.254940210383027,10.1079145033642,"1",0,1,"0"
"39",1.50945128533836,246.933,"1",-0.96758479766571,-0.239821939303518,0.057503574697206,-0.309686866580476,-0.798844754885711,3,100,4.68655737704918,31.24,0,0,58.7916393442623,77.37,2.91,63.57,6.58655737704918,31.97,0,0,66.396393442623,90.35,3.7,73.32,1.3477874655098,12.8506718224247,"0",0,1,"0"
"40",1.57917189897986,252.917,"1",-0.679703527169758,-0.488587689715309,0.0727179522973889,-0.322518717723598,-2.32883875079108,3,110,5.94901639344262,43.59,0,0,61.3414754098361,83.55,3.27,64.29,6.87852459016394,29.79,0,0,68.9819672131147,96.27,5.18,74.06,1.52887527094097,13.3071257088974,"0",0,1,"0"
"41",0.153508809788818,21.596,"0",0.566664810751441,-1.7053719655349,-0.180077544049783,0.58361290326004,-0.481869602350286,70,3,41.6738709677419,62.11,3.63,44.68,2.89403225806452,25.79,0,0,46.9641935483871,64.66,3.63,49.4,3.58338709677419,25.92,0,0,-0.694301511326233,8.65768274410498,"1",0,2,"1"
"42",0.230263214683227,28.634,"0",-0.975408494104071,-0.599138955791506,-0.0219746919516549,-0.346522098676059,-1.22520961009791,100,3,59.2570491803279,96.62,1.82,61.75,5.16262295081967,39.59,0,0,65.6272131147541,91.54,4.36,70.83,5.68163934426229,44.43,0,0,0.990777396203465,12.7797664261172,"1",1,2,"1"
"43",0.307017619577636,51.871,"0",1.59782038437174,0.680324547124699,0.326043281648543,0.113571438040046,0.417979897500456,80,3,45.2293548387097,73.74,3.27,48.49,4.42935483870968,31.6,0,0,53.4385483870968,77.73,1.45,57.21,4.39548387096774,32.58,0,0,-0.303716204464652,9.77748985192345,"1",0,2,"1"
"44",0.383772024472045,56.085,"0",0.649010326330795,1.50719498778348,-0.456201426803177,-0.127597651705007,0.109421362435602,3,80,5.57161290322581,35.6,0,0,44.731935483871,62.84,1.82,46.5,5.03887096774193,27.61,0,0,52.6279032258065,72.58,2.96,56.28,-0.454199340769018,9.6374610007923,"0",1,2,"1"
"45",0.460526429366454,64.674,"0",-0.225498093853942,0.172169057625253,-0.669377296454761,-0.559520264818177,0.0657830959600989,80,3,46.1558064516129,67.93,1.82,50.49,3.91354838709677,30.15,0,0,55.4416129032258,77.37,2.18,58.48,4.13290322580645,26.66,0,0,-0.0996222379673485,10.2940194796571,"1",0,2,"1"
"46",0.537280834260862,71.817,"0",0.647021207330583,-0.46534349624995,-0.449282101478787,1.03112768369146,1.13261158537305,3,90,4.57388888888889,27.97,0,0,53.8418518518518,73.38,5.09,55.575,4.35888888888889,25.43,0,0,58.2877777777778,85.91,3.13,60.73,-0.298592268183592,9.86290589307097,"0",1,2,"1"
"47",0.614035239155271,82.36,"0",1.4789564635723,-0.469458021989961,0.0557611606099765,0.397949085730567,1.74172332253175,3,100,3.5880701754386,41.41,0,0,59.3363157894737,85.73,2.18,61.75,4.55631578947368,29.42,0,0,65.8198245614035,99.98,2.22,66.65,0.768984663003588,12.0181282526375,"0",1,2,"1"
"48",0.69078964404968,92.339,"0",-0.563008150252334,0.293461037767135,1.55967569697397,-1.39025302805348,0.134452980722381,90,3,53.8711290322581,83.18,1.82,58.3,4.18935483870968,32.33,0,0,61.4822580645161,84.64,2.54,66.29,4.67032258064516,31.84,0,0,0.59780815929312,12.3140632265,"1",1,2,"1"
"49",0.767544048944089,103.006,"0",-0.618475629190122,-2.3260257377321,0.304979510066018,0.524889587111919,-1.81633669543301,3,70,3.74892857142857,26.15,0,0,42.4930357142857,56.3,3.63,45.225,4.13821428571429,21.79,0,0,46.6958928571429,63.69,4.44,48.88,-1.13711963355047,8.07823117152242,"0",0,2,"1"
"50",0.844298453838498,109.025,"0",1.0551167753756,-0.817569786422991,0.862093476044181,1.79622477425202,0.663842518721136,3,70,2.62467741935484,24.34,0,0,43.0151612903226,58.12,3.27,44.68,2.35532258064516,16.71,0,0,48.3527419354839,72.58,4.44,48.88,-0.423642663079019,9.48449021745024,"0",0,2,"1"
"51",0.921052858732907,115.611,"0",1.4719672740686,1.0238050718235,0.423052834520306,0.317181076330947,1.76765409588073,3,100,4.40220338983051,43.59,0,0,57.5874137931035,80.64,2.18,59.03,5.14827586206897,28.33,0,0,63.9946551724138,97.75,1.48,67.76,0.6261162158841,11.8804711275003,"0",0,2,"1"
"52",0.997807263627316,122.265,"0",2.2734478302846,-0.480880198011511,0.585405542568255,1.75009145871409,0.760009798977164,100,3,56.1834426229508,92.99,2.91,62.48,4.0672131147541,44.32,0,0,66.6106557377049,118.78,3.63,71.2,3.81213114754098,27.4,0,0,1.07286363879364,12.6714825164845,"1",1,2,"1"
"53",1.07456166852172,134.687,"0",-0.392718285676314,1.79056204313042,-0.618616994026438,-1.11502664723901,-0.326029565728633,60,3,36.4970491803279,52.67,3.27,38.14,4.0727868852459,21.79,0,0,40.8273770491803,57.76,4,43.23,3.39901639344262,22.22,0,0,-1.3824329790537,7.94720753933851,"1",0,2,"1"
"54",1.15131607341613,138.851,"0",-0.784182641938592,1.50614767259108,-0.276256740493054,-1.5437618390925,0.131813592824335,3,70,4.50819672131148,35.23,0,0,42.434262295082,60.3,2.54,45.04,4.35295081967213,22.52,0,0,47.3116393442623,62.95,0,51.1,-0.797782591404066,9.13968551480075,"0",0,2,"1"
"55",1.22807047831054,143.696,"0",-1.85268547497428,0.470584541179397,0.739342980172387,-1.73197302015326,1.33922119007226,3,80,3.58508196721311,27.24,0,0,49.3291803278689,66.47,3.27,51.94,3.97786885245902,22.16,0,0,53.7698360655738,76.28,2.96,57.02,-0.034033004960325,10.687316783701,"0",1,2,"1"
"56",1.30482488320495,152.859,"0",-0.852467470052826,-0.271657176980556,0.486729857275983,-0.869924045277166,1.52921033014125,3,90,4.34114754098361,45.04,0,0,53.1650819672131,72.65,1.45,56.3,4.77524590163934,30.51,0,0,59.8039344262295,91.83,1.48,63.69,0.433970385725296,11.3763528586773,"0",1,2,"1"
"57",1.38157928809936,160.714,"0",-1.26748868258804,1.22095609401344,0.872524929945483,-0.74158822723553,-0.569705807411906,3,60,2.31211538461538,17.8,0,0,36.6244230769231,52.31,2.91,38.32,3.16461538461538,17.44,0,0,39.4778846153846,51.84,2.22,42.58,-1.89023678515387,6.47716922767573,"0",0,2,"1"
"58",1.45833369299377,168.689,"0",0.194793305237993,-0.233215735435242,-0.496969514212925,0.152690339791349,0.732520840350963,70,3,43.5119672131148,65.38,3.63,45.77,3.59704918032787,27.24,0,0,46.9949180327869,62.84,2.54,50.13,3.65409836065574,26.66,0,0,-0.659486162481161,8.80887303714114,"1",0,2,"1"
"59",1.53508809788818,175.41,"0",-1.05114268041593,0.616963088215258,-0.621358891142175,-0.835496939272286,-0.27711228445835,100,3,60.923606557377,92.63,4.72,65.75,4.55524590163934,37.41,0,0,67.6532786885246,96.62,3.63,73.01,4.94147540983607,39.25,0,0,1.31636811728452,13.4505095932208,"1",0,2,"1"
"60",1.61184250278259,181.409,"0",0.116298314677015,0.549432505499568,-0.244740429287782,0.897731613979432,-1.28319362290481,110,3,63.0981967213115,99.17,3.27,69.02,5.61573770491803,47.59,0,0,72.7796721311475,103.89,1.09,81.37,5.30540983606557,39.99,0,0,1.62303516959164,14.3846687786703,"1",0,2,"1"
"61",-1.61184250278259,26.499,"1",-1.75947106662004,-0.870723426024433,-0.177448657403755,-1.12624630470477,-0.190910688997816,3,80,5.27951612903226,19.62,0,1.82,46.2495161290323,62.84,4,47.22,6.43306451612903,24.7,0,1.635,49.1759677419355,72.58,2.96,50.73,-0.583027703971746,9.07645373372847,"0",1,2,"1"
"62",-1.53508809788818,49.782,"1",0.205921692688582,-0.634405655073384,-0.611389100438486,-0.0288414630595321,0.0511569360734238,50,3,30.1612903225806,45.04,3.27,31.42,4.14241935483871,17.44,0,1.635,34.3564516129032,46.86,2.91,37.96,4.26338709677419,19.25,0,2.22,-2.09889386794317,5.94023675818585,"1",0,2,"1"
"63",-1.45833369299377,58.91,"1",0.189669579884667,0.00603525328043304,0.779644818697896,0.00749199155968392,-0.934203373407982,100,3,56.1544642857143,100.26,1.45,58.845,5.87017857142857,42.14,0,0,64.4432142857143,96.26,3.63,68.29,5.38232142857143,41.47,0,0,0.244872567697545,11.2325749984537,"1",1,2,"1"
"64",-1.38157928809936,82.936,"1",0.146783160493293,-0.00757629659129284,-0.133206405110935,0.667138206437898,0.684444868757076,3,80,4.30016129032258,27.24,0,0,47.1808064516129,67.56,1.82,48.31,4.79258064516129,27.97,0,0,53.6548387096774,74.06,2.22,56.28,-0.203945438219241,10.0856950808473,"0",0,2,"1"
"65",-1.30482488320495,90.951,"1",1.19667470565404,0.979583595021978,-0.65021078473772,0.393840074573508,0.831389078368534,100,3,53.4273770491803,91.9,1.09,53.76,4.6027868852459,48.31,0,0,64.0326229508197,122.78,2.54,65.38,4.74688524590164,29.62,0,0,0.64812528478836,11.9737994545154,"1",1,2,"1"
"66",-1.22807047831054,136.648,"1",-1.60470113252706,-0.32129093223355,-0.222239006550971,-0.576295143636595,-2.21857458254657,3,80,3.96016393442623,25.43,0,0,46.5729508196721,63.93,4,47.95,5.65688524590164,27.97,0,0,52.0701639344262,71.09,2.22,56.28,-0.361886590187741,10.1370171687177,"0",0,2,"1"
"67",-1.15131607341613,141.908,"1",0.610901182202344,-0.0363993296458861,-0.0721892592536887,0.888901027614419,1.14158912403743,90,3,53.9806557377049,94.81,2.18,57.39,3.83508196721311,34.87,0,0,59.2622950819672,92.63,3.27,61.75,3.77524590163934,39.25,0,0,0.515472663374473,11.5641090280672,"1",1,2,"1"
"68",-1.07456166852172,150.747,"1",-0.595922763476704,-2.21120053466875,-0.00491902498116976,0.7692587813574,-2.23248264822172,3,60,3.61475409836066,21.07,0,0,36.5093442622951,47.59,5.09,38.87,4.29344262295082,16.71,0,3.63,39.1759016393443,54.06,5.18,41.47,-1.46702065683321,6.97869110079512,"0",0,2,"1"
"69",-0.997807263627316,155.998,"1",-0.324835830887842,-2.21017503527278,0.254074845450262,2.58203772906411,-1.09373369502775,3,100,3.41454545454545,30.88,0,0,56.7061818181818,86.82,5.09,59.94,3.51309090909091,21.79,0,0,65.9912727272727,97.01,5.92,71.83,0.571805695990525,11.5236023842746,"0",1,2,"1"
"70",-0.921052858732907,168.69,"1",0.0633002200701982,0.251143473618724,-0.531757413371981,0.144665659462716,-0.57271339010785,3,70,4.5819298245614,25.43,0,0,41.9264877192982,61.03,4,43.59,3.97571428571429,19.25,0,0,46.2192857142857,62.95,3.7,48.14,-1.25393398632074,7.8941194527129,"0",0,2,"1"
"71",-0.844298453838498,175.049,"1",-0.230884854006209,1.15341216062282,-0.249527290930257,-1.31125352120812,0.91973854254408,80,3,45.5780327868852,72.65,1.09,47.95,4.5316393442623,34.51,0,0,53.63,78.1,1.82,55.94,3.88475409836066,24.44,0,0,-0.27949946322248,10.0422552133055,"1",0,2,"1"
"72",-0.767544048944089,181.731,"1",0.472025535034248,0.495558651033983,-0.11920696109197,0.123213905773418,0.0566643756145291,3,80,3.75180327868852,31.97,0,0,45.5191803278689,61.75,2.18,46.5,4.54311475409836,26.88,0,0,53.5388524590164,83.68,2.96,58.5,-0.246476957961505,9.95773923777286,"0",0,2,"1"
"73",-0.69078964404968,188.5,"1",-1.28262905205788,0.279254167981673,-0.0273500435729628,-1.42411046741036,-0.482396850788583,100,3,57.1441666666667,91.17,2.54,62.48,4.84933333333333,37.41,0,0,66.9095,91.9,4.72,70.47,5.54183333333333,39.25,0,0,0.907774257440689,12.6760845619448,"1",1,2,"1"
"74",-0.614035239155271,216.408,"1",1.36151629475063,0.120357200401503,0.570907919582854,0.721411910709856,0.10646128253958,90,3,50.4524137931034,83.18,0.73,53.035,4.70965517241379,26.52,0,0,58.6210344827586,77.37,2.18,63.385,5.27456140350877,29.62,0,0,-0.176135888285211,10.1977553437785,"1",0,2,"1"
"75",-0.537280834260862,222.861,"1",-0.839309756194036,1.37718496634327,-0.134897228151144,-1.09467610645595,-1.10415286074854,80,3,46.5186885245902,70.11,4.72,49.76,4.54360655737705,30.51,0,0,52.7004918032787,73.38,0.73,57.76,5.18409836065574,27.4,0,0,-0.321621495353674,10.1066766676616,"1",0,2,"1"
"76",-0.460526429366454,228.459,"1",0.563753126609049,-0.0933844041592472,0.209702942042848,0.0640780752438607,0.954873885913905,3,130,6.58683333333333,48.31,0,0,68.6831666666667,102.07,1.82,69.2,7.34983333333333,47.95,0,0,80.3146666666667,127.38,3.7,85.54,2.09109019132387,15.1546407762872,"0",1,2,"1"
"77",-0.383772024472045,253.967,"1",0.605238774251081,0.0894302841649947,-0.249376858764555,0.304621416797708,0.105283329695159,120,3,68.3503333333333,113.7,3.63,71.56,5.013,50.13,0,0,77.244,116.97,2.54,82.455,5.505,42.21,0,0,2.11698049062866,15.2828712637071,"1",1,2,"1"
"78",-0.307017619577636,264.215,"1",-0.352926510786477,0.00652335825126081,0.295252132715706,-0.822148327676501,0.0993616280393059,3,70,4.226,23.25,0,0,40.7495,55.58,4.36,42.5,3.93516666666667,23.25,0,0,46.261,65.17,2.96,49.25,-0.972149537719002,8.30064067615319,"0",0,2,"1"
"79",-0.230263214683227,269.166,"1",-0.92706507456492,0.322187041958236,0.362407845273179,-0.12766086802762,-0.0298082553259266,3,90,4.30540983606557,32.33,0,0,54.6124590163934,77.37,4.36,58.85,5.07360655737705,27.61,0,0,60.5322950819672,82.2,2.96,65.17,0.534321556149865,11.6205911213454,"0",1,2,"1"
"80",-0.153508809788818,277.332,"1",1.03394068052882,-1.15845411161407,-0.48985231807607,1.54116722420546,-0.638774129516562,100,3,58.2826666666667,86.45,4.72,62.48,3.53566666666667,42.5,0,0,65.6813333333333,105.34,4.72,67.745,3.60433333333333,28.14,0,0,1.07939051523782,12.6508662257129,"1",0,2,"1"
"81",-1.64856605413408,40.42,"0",-0.740964597390756,-1.06026835400444,0.414937842998408,1.55757866845302,-0.892925847297107,100,3,54.9634426229508,95.9,3.63,57.03,4.49590163934426,31.97,0,0,64.0798360655738,106.79,3.27,69.74,4.49196721311475,30.36,0,0,0.291971683250505,11.8750788551966,"1",1,3,"0"
"82",-1.56613775142737,73.205,"0",-0.241554901142592,0.440895203856303,-0.550498414177828,-0.695704244170807,0.381613586669383,3,110,6.69344262295082,38.14,0,0,58.5895081967213,85,2.18,58.85,7.80704918032787,39.23,0,0,67.6345901639344,110.34,1.48,71.83,0.385322728595391,12.5078296119578,"0",1,3,"0"
"83",-1.48370944872067,102.9,"0",-1.31375027159453,0.991732429548445,-0.489172919720036,-2.65398155124843,1.10535806649692,70,3,39.7124590163935,55.94,4,41.05,4.25803278688525,23.25,0,0.73,47.71,66.47,2.18,52.31,4.24918032786885,21.48,0,0,-1.65303217184607,8.8625557057422,"1",0,3,"0"
