"","X","seconds_since_start","balance_assist","roll_angle","roll_rate","roll_acc","steer_angle","steer_rate","desforce13","desforce24","force1_mean","force1_max","force1_min","force1_median","force2_mean","force2_max","force2_min","force2_median","force3_mean","force3_max","force3_min","force3_median","force4_mean","force4_max","force4_min","force4_median","angular_impulse","angular_impulse_controller","direction","fall","participant_id","start_with_on"
"1",0.0824283027067039,50.476,"0",-0.451809488575231,-0.201193989333976,0.15385491110599,-0.171111946525497,0.111752582431069,3,90,4.55806451612903,35.96,0,0,54.305,78.1,3.27,58.3,5.63016129032258,27.24,0,0,57.2387096774194,81.46,4.44,61.47,-0.665472120115363,11.2938888227662,"0",0,2,"1"
"2",0.164856605413408,58.022,"0",-0.45977417279991,-0.0948393842345988,-0.161070958208576,-0.290512180451614,-0.30749688090305,120,3,67.6770491803279,114.79,1.09,72.29,6.02672131147541,45.77,0,0,77.0496721311476,120.96,3.63,82.46,6.10655737704918,45.17,0,0,0.985502234815056,14.9558567057056,"1",1,2,"1"
"3",0.247284908120112,96.206,"0",0.136538764731015,0.669414292499037,-0.543419360815782,-0.0331582527047278,0.731714120409904,110,3,61.9718032786885,104.61,2.18,66.11,5.79409836065574,40.68,0,0,68.064262295082,110.06,1.82,72.29,5.90032786885246,42.21,0,0,0.23986567104694,13.2841233554281,"1",1,2,"1"
"4",0.329713210826816,131.473,"0",0.473905831410488,0.721392717197011,-0.437282772579275,-0.390736552531871,0.309769747718018,120,3,65.7473770491803,83.55,2.54,70.83,6.49655737704918,49.04,0,0,77.0081967213115,119.51,0.36,82.46,6.42213114754098,38.51,0,0,0.942576965434725,14.8653287074555,"1",1,2,"1"
"5",0.41214151353352,168.646,"0",-0.566368774992995,-0.259524435147134,-0.451549784139084,0.184532895682272,-0.401739420106976,90,3,54.6955737704918,85.73,2.54,58.85,4.61508196721311,33.06,0,0,59.2331147540984,92.63,1.82,65.02,4.22508196721312,28.14,0,0,-0.451746737426616,11.5721464539157,"1",0,2,"1"
"6",0.494569816240224,177.525,"0",0.274128129278291,1.73743376382523,-0.320899489456741,-1.00464284249702,0.223548454184124,3,120,6.66533333333333,42.86,0,0,67.1101666666667,94.44,3.63,70.11,8.72416666666667,39.96,0,0,75.477,105.9,4.44,82.2,0.657751672644409,14.4378670965115,"0",1,2,"1"
"7",0.576998118946927,29.573,"0",-0.383748132924166,-0.85094299955899,0.00101198369105271,2.00030605151395,-1.13516240947571,90,3,54.1532258064516,81.73,3.27,57.03,3.62645161290323,27.97,0,0,59.753064516129,95.17,3.27,64.655,4.03709677419355,27.4,0,0,-0.374269135770624,11.7040554623115,"1",0,2,"1"
"8",0.659426421653631,36.635,"0",-0.540314116093023,1.37807133950983,-0.572985686575464,-0.109436159930953,-0.0125050625451011,90,3,54.1241935483871,79.19,4.72,56.67,4.25322580645161,31.6,0,0,60.1462903225806,92.99,5.45,64.475,3.84596774193548,23.7,0,0,-0.402443776491857,11.7300994440672,"1",0,2,"1"
"9",0.741854724360335,46.251,"0",-0.0353434260694348,0.822397184323635,0.383900456379782,-0.502885590231446,0.362289651167599,3,130,6.59213114754098,42.86,0,0,70.9934426229508,106.43,4.36,71.56,8.6283606557377,46.5,0,0,80.564262295082,125.16,4.44,84.42,1.18903679000889,15.3658117590433,"0",1,2,"1"
"10",0.824283027067039,80.729,"0",-0.456189823068964,-0.756908932934543,-0.368230167519787,-0.373900216912397,-1.67460785141967,120,3,68.8675409836066,114.42,3.63,74.83,5.82409836065574,43.59,0,0,76.9367213114754,119.87,4.72,85,6.03360655737705,45.17,0,0,1.08372684309052,15.1187638088724,"1",1,2,"1"
